Author baihacker (bailiangsky@gmail.com)
https://github.com/baihacker

dir = data/pe/all
start = 0
end = 1000
top = -1
format = console

This rating is based on Cordforces' rating system.
Author Mike Mirzayanov (mirzayanovmr@gmail.com)
http://codeforces.com/blog/entry/20762
http://codeforces.com/contest/1/submission/13861109

participants = 2825

rank    id                      rating    max rating
349     wuyingddg               1598      1870      
350     EconomistInDenial       1597      1597      
351     xllend3                 1597      1597      
352     Blueberry               1596      1596      
353     coolwanglu              1596      1646      
354     vvenkai                 1596      1657      
355     cpardy                  1595      1674      
356     pablobce                1595      1595      
357     Kelvinator              1594      1615      
358     SilverBullet            1594      1738      
359     neretin                 1594      1837      
360     eax255                  1592      1684      
361     plokzfadai              1592      1592      
362     Jique                   1590      1590      
363     aha66                   1590      1638      
364     kbwt                    1590      1590      
365     sesquiup                1590      1590      
366     -__--.........-.-.-.    1589      1589      
367     jasonzd                 1589      1641      
368     kjn                     1589      1589      
369     sirknightingfail        1589      1641      
370     Nivsir                  1588      2065      
371     blakeney                1588      1672      
372     ethanjl91               1588      1588      
373     gusorjan                1588      1588      
374     LatticeGuy              1587      1885      
375     kubluck                 1587      1587      
376     JohnSmith               1586      1770      
377     cwgordon7               1586      1586      
378     glodavac                1586      1903      
379     ikatanic                1586      1586      
380     PGrela                  1585      1585      
381     ldesnogu                1585      1585      
382     maaartinus              1585      1585      
383     manaredi                1585      1585      
384     skiles                  1585      1585      
385     slipper_l               1585      1585      
386     vhermecz                1585      1782      
387     TheEvil                 1584      1632      
388     hmikklos                1584      1602      
389     jester_vg086            1584      1584      
390     eulerscheZahl           1583      1583      
391     pengvado                1583      1583      
392     sarasouju               1583      1583      
393     algernon63              1582      1582      
394     s0ng                    1582      1638      
395     DavidKurokawa           1581      1581      
396     IMeltWithYou            1581      1581      
397     alecobbe                1581      1631      
398     kevinsogo               1581      1714      
399     thugzlover29            1581      1641      
400     Hariram                 1580      1602      
401     Knallkopp               1580      1669      
402     Lyrrad                  1580      1580      
403     MuhammedAli             1580      1729      
404     Vonbo                   1580      1580      
405     dhermes                 1580      1580      
406     Benoit Esnard           1579      1579      
407     MathProf1618            1579      1579      
408     baderj                  1579      1579      
409     conestoga               1579      1579      
410     liar                    1579      1666      
411     red_elk                 1579      1579      
412     panda_adnap             1578      1621      
413     toonijn                 1578      1806      
414     afp10                   1577      1577      
415     ciger                   1577      1577      
416     cleaner_leon            1577      1577      
417     hallvabo                1577      1638      
418     viv_ban                 1577      1577      
419     hjf                     1576      1576      
420     litaoye                 1576      1576      
421     iscsi                   1575      1575      
422     ljq                     1575      1575      
423     taoyijie                1575      1575      
424     themanofum              1575      1575      
425     Animus                  1574      1964      
426     Lukas                   1574      1574      
427     homuler                 1574      1698      
428     miklla                  1574      1790      
429     tb65536                 1574      1574      
430     Rafbill                 1573      1573      
431     luyunlong               1573      1653      
432     xantoscguin             1573      1681      
433     FireStealth             1572      1572      
434     Iceon                   1572      1572      
435     elishamod               1572      1572      
436     nu4nu                   1572      1572      
437     Cap Khoury              1571      1571      
438     Yifei022                1571      1571      
439     bela.mervado            1571      1613      
440     gprano                  1571      1571      
441     lalba                   1571      1571      
442     DenRaskovalov           1570      1581      
443     MarX                    1570      1570      
444     Mariia Mykhailova       1570      1570      
445     Walker_lzy              1570      1570      
446     jamsabot                1570      1570      
447     petero2                 1570      1588      
448     Marko Puza              1569      1604      
449     alan_smithee            1569      1569      
450     carlop                  1569      1791      
451     nkbk                    1569      1569      
452     Thiros                  1568      1568      
453     Shawnmaza               1567      1567      
454     TachyonicTalker         1567      1567      
455     superdenker             1567      1669      
456     ko12345                 1566      1679      
457     AlphaCentauri           1565      1565      
458     andreig                 1565      1765      
459     pekempey                1565      1590      
460     saharan                 1565      1565      
461     blaisegassend           1564      1564      
462     eric0511                1564      1564      
463     jawakaaa                1564      1605      
464     poison81                1564      1564      
