Author baihacker (bailiangsky@gmail.com)
https://github.com/baihacker

dir = data/pe
start = 609
end = 1000
top = -1
format = console

This rating is based on Codeforces' rating system.
Author Mike Mirzayanov (mirzayanovmr@gmail.com)
http://codeforces.com/blog/entry/20762
http://codeforces.com/contest/1/submission/13861109

participants = 542

rank    id                      rating    max rating
347     Shawnmaza               1431      1510      
348     arnaud.nauwynck         1431      1431      
349     Sesshou                 1429      1429      
350     Sp3000                  1429      1429      
351     doctor                  1429      1429      
352     nomis                   1429      1429      
353     peckayo                 1429      1429      
354     simbad                  1429      1429      
355     stimmer                 1429      1429      
356     Rudolpho                1428      1428      
357     mscha                   1428      1485      
358     clotz.sugar             1427      1427      
359     davidsh1                1427      1427      
360     edschultz21             1427      1427      
361     grantcarlson            1427      1427      
362     inamori                 1426      1426      
363     WhatsUp                 1425      1425      
364     anythingapplied         1425      1425      
365     ax8529221               1425      1523      
366     bdolson                 1425      1425      
367     Knallkopp               1424      1424      
368     kipje14                 1424      1424      
369     m_aszek                 1424      1435      
370     marecik16               1424      1424      
371     sun22                   1424      1549      
372     Kulu                    1423      1423      
373     SheldonD                1422      1486      
374     keldorn                 1422      1422      
375     rmbeals                 1422      1422      
376     DrLock                  1421      1422      
377     Steppenwolf99           1421      1486      
378     guy.scrum               1420      1420      
379     kcutter99               1420      1420      
380     Adam                    1419      1419      
381     Joe Roberston           1419      1419      
382     Wilko                   1419      1419      
383     firas5673               1418      1418      
384     z_dziezyc               1418      1464      
385     andreamaf               1416      1417      
386     d3217                   1416      1416      
387     isler                   1416      1416      
388     qdiace                  1416      1416      
389     tin.au                  1416      1416      
390     toosoft                 1416      1416      
391     Tux                     1415      1415      
392     kongthui                1415      1415      
393     madarasip               1415      1415      
394     JTJL                    1414      1736      
395     NeuroSlasher            1414      1414      
396     lyyshp                  1414      1464      
397     radovan.bauer           1414      1454      
398     Hippogriff              1413      1413      
399     Miku_chousuki           1413      1413      
400     Talmon                  1413      1413      
401     eagles                  1413      1413      
402     Knight-erraunt          1412      1455      
403     Tron-X                  1412      1412      
404     dario2994               1412      1450      
405     swm_sxt                 1412      1506      
406     andrewjsaid             1411      1411      
407     heyRandal               1411      1411      
408     kix6                    1411      1411      
409     kotulek                 1411      1411      
410     pengyihao               1411      1496      
411     hankinsohl              1410      1432      
412     jmaes                   1409      1409      
413     Toad__Racer             1408      1408      
414     Zarchi                  1408      1408      
415     damiengif               1408      1408      
416     roosephu                1408      1542      
417     venco                   1408      1408      
418     frederik.soete          1407      1447      
419     piguy314159             1406      1406      
420     albert                  1405      1405      
421     anacleto                1405      1496      
422     magchampo               1405      1435      
423     mercurium               1405      1405      
424     ozgur.ozcelik           1405      1451      
425     sherbaby                1405      1405      
426     yourmaths               1405      1405      
427     LiberalAteista          1404      1404      
428     Nilexys                 1404      1404      
429     michael_ho              1404      1541      
430     Batalov                 1403      1479      
431     Kelvinator              1403      1403      
432     Seth Troisi             1403      1403      
433     TripleM                 1402      1402      
434     4jsquared               1401      1401      
435     Alexis Irlande          1400      1479      
436     backtracking            1400      1447      
437     Sumudu                  1399      1488      
438     jwporras                1399      1399      
439     Sovok_1971              1398      1398      
440     snydej                  1397      1481      
441     ruilov                  1396      1537      
442     stephanbrumme           1396      1465      
443     David-Kerr              1394      1409      
444     birka0                  1392      1487      
445     maaartinus              1392      1431      
446     Grenache                1391      1534      
447     MuthuVeerappanR         1390      1411      
448     IMJ-PR                  1388      1428      
449     TimonKnigge             1388      1467      
450     Igor.Khrol              1387      1522      
451     ahsaadi                 1387      1407      
452     Carl Edman              1385      1491      
453     Zenith                  1385      1405      
454     maikaze                 1385      1518      
455     pkt2                    1385      1407      
456     Anton_Chigurh           1383      1443      
457     Ytsejam                 1383      1410      
458     alexjbest               1381      1417      
459     mickeyandkaka           1380      1514      
460     mnuca                   1380      1418      
461     akdheirl                1379      1430      
462     wcysai                  1379      1457      
463     amagri                  1378      1714      
464     LeinidR                 1377      1437      
465     gugus                   1377      1435      
466     Frexxia                 1372      1428      
467     akashdeep               1372      1455      
468     drai.david              1372      1450      
469     Yang Baxter             1371      1519      
470     JPMersenne              1369      1444      
471     superdenker             1368      1536      
472     NadimintyKaundinya      1366      1438      
473     zeycus                  1366      1413      
474     jinzhr93                1365      1451      
475     lugionline              1365      1437      
476     Brian.Mellendorf        1364      1533      
477     vici                    1361      1410      
478     smikulsk                1358      1552      
479     MacKnights              1357      1425      
480     laurent.mazare          1357      1543      
481     ving                    1357      1469      
482     jourgun                 1356      1421      
483     ystepanoff              1356      1445      
484     csom                    1354      1407      
485     learnmath               1354      1406      
486     numerisereality         1354      1507      
487     zokrisd                 1354      1411      
488     sh_012                  1353      1475      
489     pyrolykos               1351      1461      
490     Nivsir                  1350      1476      
491     niklas_95               1348      1427      
492     sfrimann                1348      1432      
493     TheBlackSwan            1346      1435      
494     gilcu3                  1345      1593      
495     Tangent                 1343      1440      
496     SnapDragon              1342      1404      
497     jaap                    1342      1432      
498     alexum                  1341      1442      
499     pwild                   1341      1444      
500     willhsmit               1340      1509      
501     linguo                  1338      1426      
502     rmcc                    1337      1479      
503     Jerome R.               1336      1500      
504     wuyingddg               1335      1468      
505     Heiko Schwartz          1334      1624      
506     bottesini               1334      1437      
507     fmartin6                1334      1418      
508     tom.ridler              1332      1418      
509     al13n                   1331      1697      
510     mitaness                1331      1426      
511     Guego                   1330      1444      
512     aropan                  1327      1427      
513     bagar0x60               1327      1461      
514     skyivben                1326      1502      
515     snubcube                1324      1502      
516     20180620                1323      1413      
517     tychonov                1320      1407      
518     stewbasic               1319      1425      
519     hk                      1314      1410      
520     Trieksie                1313      1412      
521     Fabian Rothelius        1311      1464      
522     dtsarun                 1311      1495      
523     Goat Leaps              1309      1543      
524     bunderscore             1307      1422      
525     Jrdevil                 1303      1450      
526     lalba                   1303      1466      
527     CSFGSAL                 1302      1458      
528     j123                    1302      1421      
529     Colin Bell              1300      1416      
530     Stache                  1293      1540      
531     yuriy.solovyov          1285      1413      
532     Obergscheidle           1283      1468      
533     Steph. C.               1283      1447      
534     Arterm                  1280      1485      
535     v6ph1                   1276      1473      
536     matthias.schon          1272      1489      
537     daveFNbuck              1266      1422      
538     jpeg13                  1249      1516      
539     ubiquitousgrape         1249      1417      
540     moovybuf                1245      1475      
541     jozhan                  1170      1439      
542     RobertStanforth         976       1399      
