Author baihacker (bailiangsky@gmail.com)
https://github.com/baihacker

dir = data/pe/recent
start = 0
end = 1000
top = -1
format = console

This rating is based on Cordforces' rating system.
Author Mike Mirzayanov (mirzayanovmr@gmail.com)
http://codeforces.com/blog/entry/20762
http://codeforces.com/contest/1/submission/13861109

participants = 283

rank    id                      rating    max rating
249     matthias.schon          1369      1466      
250     maikaze                 1368      1473      
251     Peter Welander          1367      1443      
252     bunderscore             1364      1449      
253     ax8529221               1363      1460      
254     xanxerus                1363      1439      
255     Alain.Turbil            1360      1424      
256     bobmath                 1360      1453      
257     mathseal                1359      1537      
258     abcwuhang               1357      1599      
259     elnn                    1354      1454      
260     ubiquitousgrape         1354      1442      
261     DerekLedbetter          1351      1479      
262     linguo                  1349      1430      
263     Jerome R.               1347      1460      
264     Mersenne                1346      1440      
265     Lukasz16a               1345      1404      
266     smtosh                  1340      1487      
267     willhsmit               1336      1445      
268     glodavac                1335      1411      
269     z_dziezyc               1329      1443      
270     zko5acs                 1325      1418      
271     tmyklebu                1324      1477      
272     Santiago Egido          1323      1437      
273     birka0                  1322      1411      
274     IamPoosha               1317      1456      
275     smikulsk                1315      1491      
276     al13n                   1313      1482      
277     pyrolykos               1296      1487      
278     kongthui                1295      1435      
279     markusmeister           1285      1432      
280     unime                   1278      1448      
281     Lucky92                 1232      1439      
282     candells                1229      1416      
283     skyivben                1221      1421      
